review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
4.89,4.91,4.87,4.93,4.92,4.62,4.84
4.83,4.83,4.67,5.0,5.0,4.67,4.67
4.67,4.67,4.75,4.75,4.67,4.92,4.58
5.0,5.0,4.96,4.92,4.92,4.96,4.73
5.0,5.0,4.91,4.91,4.91,4.91,4.91
4.33,4.39,4.28,4.72,4.72,4.94,4.22
4.33,4.33,4.0,5.0,4.33,5.0,4.33
4.0,4.55,4.0,4.64,4.82,4.91,4.73
5.0,5.0,4.6,5.0,5.0,5.0,5.0
4.67,4.56,4.33,4.89,4.89,5.0,4.67
4.67,5.0,4.33,5.0,4.67,5.0,4.33
4.96,4.85,4.88,4.81,4.92,4.31,4.85
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.94,4.97,4.88,4.94,5.0,4.97,5.0
4.85,5.0,4.54,5.0,4.85,5.0,4.85
4.0,5.0,5.0,4.0,4.0,5.0,4.0
4.86,4.9,4.81,4.86,4.95,4.81,4.76
4.71,4.64,4.14,5.0,5.0,4.93,4.64
4.88,4.77,4.85,5.0,4.92,4.54,4.81
4.59,4.59,4.64,4.74,4.85,4.62,4.59
5.0,5.0,4.83,5.0,5.0,5.0,5.0
4.82,4.76,4.82,4.82,4.82,4.88,4.76
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.77,4.86,4.95,4.77,4.82,4.95,4.77
4.73,4.64,4.45,4.91,4.91,5.0,4.82
4.5,4.75,4.75,5.0,5.0,4.75,4.5
5.0,4.0,5.0,5.0,5.0,4.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.95,5.0,5.0,4.95,5.0,4.95,4.89
4.0,3.0,5.0,5.0,3.0,5.0,5.0
4.57,4.79,4.71,5.0,4.71,4.79,4.64
5.0,5.0,4.95,5.0,5.0,5.0,4.95
4.33,4.67,4.0,5.0,5.0,5.0,4.0
4.93,5.0,5.0,5.0,5.0,5.0,4.8
4.93,4.93,4.93,4.93,4.93,5.0,4.93
3.33,4.33,3.33,4.33,4.0,5.0,3.33
4.92,4.82,4.87,4.92,4.92,5.0,4.89
4.88,4.75,4.88,5.0,5.0,4.88,4.75
4.96,4.89,4.91,5.0,5.0,4.98,4.93
4.9,4.86,4.88,4.83,4.9,4.93,4.67
4.75,4.75,5.0,5.0,5.0,5.0,3.75
4.0,3.5,2.5,4.5,5.0,4.5,3.0
4.94,4.82,4.94,5.0,4.88,4.94,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.0
4.81,4.91,4.75,5.0,4.88,4.84,4.81
4.5,4.0,4.0,5.0,4.0,5.0,4.0
5.0,5.0,4.78,5.0,5.0,4.89,5.0
4.93,5.0,4.6,4.8,4.73,4.87,4.8
5.0,5.0,4.5,5.0,5.0,5.0,5.0
4.88,4.82,4.94,5.0,4.88,4.88,4.71
4.9,4.97,4.8,4.93,4.93,4.97,4.8
4.88,4.75,4.75,5.0,5.0,4.88,4.88
3.89,4.11,3.22,4.44,4.44,3.89,3.67
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.89,4.78,4.44,4.89,4.67,5.0,4.78
4.95,4.95,4.92,5.0,5.0,4.84,4.92
4.96,4.89,4.93,5.0,5.0,4.96,4.93
4.63,4.5,4.63,4.38,4.25,4.88,4.5
5.0,4.85,4.7,4.75,4.65,5.0,4.85
4.5,4.5,4.5,5.0,5.0,5.0,4.5
5.0,4.6,5.0,4.8,5.0,5.0,5.0
5.0,5.0,5.0,4.89,4.89,4.78,4.89
4.67,5.0,4.67,5.0,4.67,5.0,4.67
5.0,5.0,5.0,5.0,5.0,5.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.59,4.73,4.78,4.76,4.78,4.83,4.44
5.0,5.0,5.0,5.0,5.0,4.0,5.0
5.0,4.82,5.0,5.0,5.0,4.91,4.91
1.0,1.0,1.0,5.0,3.0,2.0,1.0
4.5,3.0,3.0,5.0,5.0,5.0,3.0
4.93,4.95,4.93,4.98,4.88,4.8,4.9
3.67,4.78,3.56,4.56,4.33,4.89,4.0
4.11,4.0,3.78,4.33,4.22,4.89,4.0
4.95,5.0,4.8,4.95,4.95,4.9,4.95
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.96,4.93,4.96,5.0,5.0,4.89,4.78
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,4.86,5.0
4.9,4.9,5.0,4.9,4.6,4.9,4.8
4.5,4.5,4.5,4.5,4.5,4.5,4.5
5.0,5.0,5.0,5.0,5.0,5.0,4.75
5.0,5.0,5.0,5.0,5.0,4.0,5.0
4.55,4.6,4.65,4.95,5.0,5.0,4.3
4.72,4.76,4.68,4.84,4.92,4.84,4.68
5.0,5.0,4.88,5.0,5.0,4.88,5.0
4.7,4.5,4.9,5.0,4.9,5.0,4.6
5.0,4.5,5.0,5.0,4.5,5.0,5.0
4.96,5.0,4.93,4.98,4.95,4.98,4.95
5.0,5.0,5.0,5.0,5.0,4.89,5.0
4.95,4.97,4.95,5.0,5.0,4.92,4.92
4.73,4.73,4.82,4.73,4.64,4.95,4.55
4.33,4.33,4.67,5.0,4.0,4.33,4.67
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.88,4.9,4.84,4.94,4.9,5.0,4.82
4.44,4.2,4.84,4.76,4.16,4.56,4.4
4.91,4.91,4.91,5.0,4.94,5.0,4.85
4.82,4.82,4.59,4.82,4.94,4.94,4.53
5.0,5.0,4.5,5.0,5.0,5.0,5.0
5.0,4.95,4.95,4.91,5.0,4.91,4.82
4.89,5.0,5.0,5.0,5.0,4.67,4.78
4.74,4.79,4.82,4.84,4.87,4.92,4.68
5.0,4.98,5.0,4.95,4.95,4.9,4.93
4.86,5.0,4.86,5.0,5.0,5.0,4.86
5.0,5.0,4.8,5.0,4.9,4.9,4.8
5.0,5.0,5.0,5.0,5.0,5.0,4.5
4.93,4.89,5.0,4.89,4.96,4.67,5.0
4.88,4.94,4.9,4.94,5.0,4.92,4.9
4.67,4.61,4.56,4.78,4.5,4.94,4.67
5.0,4.5,5.0,5.0,4.5,4.0,4.5
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.97,4.97,4.97,5.0,5.0,5.0,4.94
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.83,4.67,4.67,4.83,4.83,4.83
4.57,4.57,4.71,5.0,5.0,5.0,4.57
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,3.0,3.0,5.0,5.0,5.0
4.97,4.94,4.94,4.97,5.0,5.0,4.82
4.96,5.0,4.92,5.0,5.0,4.92,4.92
4.19,4.31,4.13,4.31,4.44,4.5,4.31
4.88,5.0,4.75,5.0,5.0,5.0,4.88
4.94,4.89,4.89,4.94,5.0,4.94,4.72
5.0,4.9,4.8,5.0,4.8,4.7,4.8
4.87,4.9,4.97,4.95,5.0,4.87,4.92
4.96,4.92,4.92,5.0,5.0,5.0,4.88
5.0,4.92,4.92,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.88,4.88,4.88,5.0,5.0,4.75,5.0
4.25,4.0,4.75,5.0,4.0,5.0,4.0
4.0,4.0,3.33,5.0,4.0,3.33,3.67
5.0,5.0,5.0,5.0,5.0,4.0,4.0
5.0,5.0,5.0,5.0,5.0,1.0,3.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.87,4.97,4.94,4.84,4.97,4.94,4.9
4.86,5.0,4.57,5.0,5.0,5.0,4.86
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.73,4.88,4.81,4.54,4.54,4.92,4.54
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.8,5.0,5.0,5.0,5.0
4.7,4.81,4.92,4.92,4.76,4.97,4.62
5.0,5.0,4.9,5.0,5.0,4.9,4.9
4.81,4.71,4.71,4.86,4.71,4.81,4.57
4.91,4.94,4.91,4.82,4.74,4.97,4.85
4.9,4.86,4.88,4.98,5.0,4.94,4.71
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.56,4.44,4.78,4.33,4.11,5.0,4.33
4.83,5.0,5.0,4.92,5.0,5.0,4.83
4.83,4.92,4.83,4.92,5.0,5.0,4.88
4.8,4.8,4.8,4.93,4.93,4.93,4.73
4.8,5.0,4.8,4.9,4.8,4.9,4.8
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,3.5,5.0,5.0,5.0,4.5
4.0,4.33,5.0,4.33,5.0,4.0,4.0
5.0,4.8,4.8,5.0,5.0,5.0,4.6
5.0,5.0,5.0,5.0,4.5,5.0,4.0
5.0,5.0,4.88,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.67,4.33,4.0,5.0,5.0,4.67,4.67
5.0,5.0,5.0,5.0,5.0,5.0,4.95
4.93,4.93,5.0,5.0,5.0,4.79,4.71
4.89,5.0,5.0,5.0,4.89,5.0,4.89
5.0,4.88,4.63,5.0,4.75,4.75,4.88
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.5,4.5,5.0,5.0,5.0,4.0,5.0
4.92,4.94,4.97,4.98,5.0,4.92,4.86
5.0,5.0,4.0,5.0,2.0,5.0,4.0
4.8,4.8,5.0,5.0,5.0,4.8,4.8
4.88,5.0,4.75,4.63,4.75,4.88,4.5
5.0,4.67,5.0,5.0,4.67,5.0,4.83
5.0,5.0,5.0,5.0,5.0,4.5,4.0
4.68,4.84,4.63,4.79,4.89,5.0,4.58
5.0,5.0,3.0,5.0,5.0,5.0,3.0
4.95,4.86,4.81,4.95,4.81,4.9,4.71
4.9,4.79,4.83,4.97,4.76,4.97,4.62
4.63,4.81,4.69,4.81,4.88,5.0,4.69
4.6,4.48,4.52,4.88,4.88,5.0,4.4
4.95,4.95,4.93,4.98,4.98,5.0,4.9
5.0,4.67,4.67,5.0,5.0,4.67,4.33
3.0,4.0,4.0,5.0,5.0,3.0,3.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.82,4.82,4.65,4.91,4.97,4.97,4.79
4.84,4.84,4.89,4.95,5.0,4.7,4.84
4.5,4.5,4.25,5.0,4.75,5.0,4.5
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.96,4.91,4.93,5.0,5.0,5.0,4.93
4.67,4.72,4.67,4.89,4.94,4.56,4.61
5.0,5.0,4.75,5.0,5.0,5.0,4.5
4.56,4.53,4.56,4.72,4.6,4.91,4.63
4.75,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.9,5.0,5.0,5.0,5.0
5.0,5.0,5.0,4.67,5.0,5.0,5.0
3.0,3.0,5.0,3.0,4.0,5.0,3.0
5.0,5.0,5.0,5.0,5.0,4.67,4.67
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.91,5.0,5.0,5.0,4.36,5.0
4.79,4.83,4.94,4.96,4.88,4.9,4.79
4.54,4.57,4.64,4.86,4.93,4.68,4.64
4.78,5.0,4.78,5.0,5.0,5.0,4.67
4.33,5.0,4.33,4.33,4.67,4.0,4.67
5.0,5.0,5.0,5.0,5.0,4.0,4.0
5.0,4.67,4.67,5.0,5.0,5.0,4.67
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,4.67,5.0
4.88,4.81,4.9,5.0,4.97,4.88,4.88
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.95,4.97,5.0,4.97,5.0,4.51,4.89
4.61,4.65,4.52,4.61,4.65,4.87,4.43
4.89,4.72,4.5,4.89,4.94,5.0,4.78
4.9,4.9,4.95,4.95,4.9,5.0,4.71
4.96,4.92,5.0,5.0,5.0,4.88,4.92
4.17,4.67,4.17,5.0,4.67,5.0,4.17
3.69,3.77,3.69,4.15,4.31,4.92,3.62
5.0,5.0,5.0,5.0,5.0,5.0,4.75
4.83,4.67,4.44,5.0,5.0,5.0,4.78
5.0,5.0,4.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.86
4.47,4.53,4.34,4.59,4.66,4.78,4.53
4.93,4.93,5.0,5.0,4.93,4.73,4.8
5.0,5.0,5.0,5.0,5.0,5.0,4.88
4.54,4.38,4.62,4.92,4.92,4.46,4.38
5.0,5.0,5.0,5.0,5.0,5.0,4.92
4.7,4.7,4.52,4.78,4.52,4.91,4.61
4.86,4.73,4.91,5.0,4.82,4.73,4.82
4.5,4.5,4.0,5.0,5.0,4.5,4.5
4.89,4.97,5.0,5.0,4.97,4.89,4.83
4.8,4.8,5.0,4.9,4.8,5.0,4.8
4.0,4.5,3.5,4.5,5.0,4.0,4.0
5.0,5.0,4.94,4.94,5.0,4.94,4.94
4.32,4.53,4.37,4.74,4.63,4.95,4.37
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.4,5.0,5.0,5.0,4.4
4.75,4.5,4.5,5.0,5.0,5.0,4.25
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.94,4.91,4.97,4.97,4.98,4.92,4.89
5.0,5.0,5.0,5.0,5.0,4.95,5.0
4.87,4.78,4.96,4.91,4.96,4.96,4.83
5.0,5.0,4.75,5.0,5.0,5.0,4.5
4.93,5.0,5.0,5.0,5.0,4.86,4.93
5.0,5.0,5.0,5.0,5.0,4.8,5.0
4.66,4.75,4.59,4.97,4.94,4.94,4.72
4.83,4.83,4.91,4.83,4.83,5.0,4.83
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.83,5.0,5.0,5.0,5.0
4.86,4.93,4.93,4.93,4.86,4.71,4.64
5.0,5.0,4.94,5.0,5.0,4.88,5.0
5.0,5.0,4.0,5.0,5.0,5.0,5.0
4.89,4.89,4.92,5.0,4.92,4.89,4.81
4.82,4.91,4.82,4.91,5.0,4.91,4.64
4.94,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.83,4.83,4.67,5.0,5.0,4.67
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.92,5.0,4.8,4.92,4.92,4.92,4.92
4.56,4.67,4.44,4.89,5.0,4.89,4.67
4.0,3.0,5.0,5.0,3.0,5.0,4.0
4.8,5.0,4.6,5.0,5.0,5.0,4.8
5.0,5.0,5.0,5.0,4.87,5.0,4.93
5.0,5.0,4.94,4.89,4.94,5.0,5.0
5.0,4.94,4.94,5.0,5.0,4.94,5.0
5.0,5.0,5.0,5.0,5.0,4.5,5.0
4.85,4.94,4.76,4.97,4.94,4.94,4.82
4.84,4.88,4.76,4.92,4.88,4.88,4.79
4.5,5.0,4.5,5.0,4.0,4.0,5.0
4.88,4.98,4.74,4.88,5.0,4.9,4.88
4.56,4.56,4.67,4.78,4.44,4.89,4.33
5.0,5.0,5.0,5.0,5.0,5.0,4.0
5.0,5.0,5.0,4.86,5.0,5.0,4.86
4.0,5.0,5.0,5.0,4.0,4.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.86,4.91,4.82,4.82,4.82,4.64,4.73
5.0,5.0,5.0,5.0,5.0,4.5,5.0
4.81,4.89,4.85,5.0,4.85,4.78,4.96
4.86,5.0,4.86,5.0,5.0,5.0,4.57
4.64,4.8,4.54,4.94,4.96,4.66,4.76
4.86,4.79,4.86,4.86,4.93,4.93,4.64
4.57,4.8,4.47,4.6,4.4,4.8,4.3
4.95,4.9,4.95,4.95,5.0,4.95,4.9
4.75,4.13,4.5,4.5,4.88,4.5,4.63
5.0,5.0,5.0,5.0,5.0,5.0,4.91
2.0,2.0,2.0,4.0,4.0,2.0,2.0
3.5,3.5,3.0,4.5,5.0,4.5,3.5
4.36,4.18,4.27,4.64,4.64,4.82,4.36
5.0,5.0,4.75,5.0,4.75,5.0,5.0
4.94,5.0,5.0,4.94,5.0,4.94,4.88
5.0,5.0,4.67,4.67,5.0,4.67,4.67
4.33,4.33,5.0,5.0,4.67,4.67,4.33
4.68,4.76,4.64,4.56,4.6,4.84,4.56
5.0,5.0,4.67,5.0,5.0,5.0,4.67
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.6,5.0,5.0,5.0,5.0,5.0
4.94,4.94,4.75,4.88,5.0,5.0,4.81
5.0,5.0,5.0,5.0,5.0,5.0,4.67
5.0,5.0,5.0,4.5,4.5,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.97,4.86,4.9,5.0,5.0,4.9,4.83
4.95,4.98,4.9,4.98,5.0,4.85,4.88
4.88,4.92,4.83,4.71,4.83,4.96,4.83
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.91,4.86,4.95,4.91,4.77,4.95
4.67,5.0,4.67,5.0,4.67,5.0,4.67
4.85,4.69,4.92,4.92,4.77,4.85,4.85
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.86,5.0,5.0,5.0,5.0,5.0,5.0
4.8,4.85,4.75,5.0,4.9,4.98,4.68
4.88,4.83,4.88,5.0,5.0,5.0,4.83
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.67,5.0,4.67,5.0,5.0,5.0,4.67
5.0,5.0,4.67,5.0,5.0,5.0,5.0
5.0,5.0,4.88,5.0,5.0,5.0,4.88
5.0,5.0,5.0,5.0,5.0,5.0,4.87
4.75,4.5,4.75,4.75,5.0,4.25,4.5
4.7,4.8,4.8,4.9,4.8,5.0,4.6
4.65,4.5,4.8,4.8,4.6,4.9,4.58
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.67,4.67,4.67,4.0,4.33
4.75,4.75,4.25,5.0,5.0,5.0,4.5
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.93,4.93,4.93,5.0,5.0,4.96,4.89
5.0,4.5,5.0,5.0,5.0,5.0,5.0
5.0,4.8,5.0,4.8,5.0,4.8,4.8
5.0,4.5,3.5,5.0,5.0,5.0,5.0
5.0,5.0,4.5,4.5,5.0,4.5,4.0
5.0,4.9,5.0,5.0,4.9,4.9,4.9
4.96,4.96,4.96,4.98,5.0,4.96,4.94
5.0,4.75,5.0,5.0,5.0,4.5,4.75
1.67,1.67,1.33,2.0,2.0,3.33,2.0
4.92,4.92,5.0,5.0,4.92,4.92,4.92
4.64,4.5,4.58,4.86,4.75,4.75,4.61
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.83,4.83,4.5,5.0,5.0,5.0,4.83
5.0,5.0,4.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.97,5.0,4.97,4.97,4.97,5.0,4.97
4.72,4.72,4.67,4.95,5.0,4.87,4.62
4.87,4.9,4.81,4.9,5.0,5.0,4.77
4.87,4.92,4.9,5.0,5.0,5.0,4.87
4.79,4.79,4.64,4.64,4.86,4.64,4.64
4.2,4.2,4.2,4.6,4.6,4.2,4.0
4.77,4.83,4.24,5.0,4.9,4.87,4.7
5.0,4.97,4.93,5.0,5.0,4.87,4.97
4.5,5.0,4.0,4.5,4.75,4.75,4.5
5.0,5.0,5.0,5.0,5.0,5.0,5.0
3.5,3.5,3.0,5.0,4.0,2.0,2.5
5.0,5.0,5.0,5.0,5.0,5.0,4.75
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.67,4.83,4.5,4.7,4.63,4.8,4.8
4.82,4.76,4.71,4.88,4.53,4.76,4.88
4.92,4.69,5.0,5.0,4.92,5.0,4.69
4.78,4.86,4.81,4.97,5.0,4.97,4.86
4.6,4.6,5.0,5.0,5.0,4.8,4.6
4.97,4.86,4.86,5.0,5.0,5.0,4.9
4.33,4.0,4.67,3.67,4.67,4.67,4.33
4.97,5.0,4.97,5.0,5.0,5.0,4.88
5.0,5.0,5.0,5.0,5.0,5.0,4.75
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.95,4.89,4.84,4.63,4.84,4.95,4.68
4.92,4.92,4.77,5.0,5.0,5.0,4.92
4.78,4.89,4.72,4.94,4.92,4.69,4.74
5.0,4.83,5.0,5.0,5.0,4.67,4.83
4.64,4.93,4.43,5.0,4.71,4.93,4.64
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.87,4.93,4.8,4.98,4.96,4.93,4.89
4.8,4.2,4.6,5.0,4.4,4.8,5.0
4.83,4.78,4.89,4.72,4.72,4.78,4.72
4.85,4.77,4.81,5.0,5.0,4.92,4.77
4.67,4.67,4.67,5.0,4.67,4.33,4.0
5.0,5.0,4.8,4.8,5.0,5.0,5.0
5.0,5.0,4.91,4.91,4.91,4.91,4.91
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.83,4.75,4.58,4.83,5.0,4.83,4.67
4.14,4.29,4.71,4.0,4.29,4.86,4.29
5.0,4.97,4.94,5.0,5.0,4.97,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.67,4.67,5.0,5.0,5.0,4.67,4.67
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.75,4.75,5.0,5.0,5.0,5.0,4.75
4.4,4.8,4.8,4.2,3.6,4.6,4.6
5.0,5.0,4.67,5.0,5.0,5.0,5.0
5.0,5.0,4.67,5.0,5.0,5.0,4.33
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.0
4.6,4.6,4.4,4.8,4.8,4.8,4.2
3.5,3.75,3.0,4.0,3.75,5.0,3.5
5.0,5.0,4.9,4.9,4.9,4.9,5.0
4.65,4.84,4.89,4.68,4.32,4.95,4.79
5.0,5.0,5.0,4.88,5.0,5.0,4.63
4.94,4.91,4.85,4.81,4.91,4.91,4.89
4.0,4.75,4.25,3.5,4.5,5.0,3.5
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.5,4.83,4.83,4.17,3.17,5.0,3.83
4.43,4.29,4.57,4.57,4.86,4.29,4.29
5.0,5.0,4.4,5.0,5.0,5.0,5.0
5.0,3.0,4.0,5.0,4.0,4.0,3.0
4.4,4.2,4.2,4.6,4.8,5.0,4.6
4.78,4.65,4.74,4.96,4.87,4.74,4.7
4.59,4.62,4.21,4.76,4.76,4.76,4.5
5.0,4.8,4.9,5.0,5.0,5.0,5.0
5.0,5.0,4.92,5.0,5.0,5.0,4.92
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.73,4.67,4.93,4.73,4.87,4.8,4.67
4.9,4.9,4.9,4.86,4.9,4.9,4.57
4.65,4.81,4.73,4.81,4.96,4.81,4.73
5.0,4.0,5.0,5.0,5.0,4.0,4.0
4.86,5.0,5.0,5.0,5.0,4.86,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.8,4.8,4.8,4.6,5.0,4.4,4.4
5.0,5.0,4.94,5.0,5.0,4.91,4.82
4.89,4.89,4.8,4.98,4.98,4.83,4.8
4.81,4.89,4.85,4.85,4.96,4.85,4.81
5.0,4.8,5.0,5.0,4.8,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,4.83,5.0
5.0,4.94,4.94,5.0,5.0,4.94,4.78
5.0,4.96,5.0,4.96,5.0,5.0,4.96
4.64,4.72,4.6,4.96,4.72,4.88,4.56
5.0,5.0,5.0,5.0,5.0,5.0,4.87
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.5,5.0,3.5,5.0,4.5,5.0,3.0
5.0,5.0,4.67,4.83,4.83,4.83,4.5
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.93,4.89,4.71,4.89,4.79,4.96,4.82
4.91,5.0,4.91,5.0,5.0,4.91,4.73
5.0,5.0,5.0,5.0,5.0,5.0,5.0
3.71,4.0,3.71,4.43,4.29,4.29,4.14
4.71,4.71,4.71,4.86,4.86,5.0,4.57
5.0,5.0,5.0,5.0,5.0,5.0,4.95
4.38,4.24,4.4,4.57,4.43,4.76,4.45
5.0,5.0,4.6,5.0,5.0,5.0,4.8
4.8,5.0,4.8,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.8,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,4.5,5.0,4.5,4.0
5.0,5.0,4.0,5.0,5.0,5.0,4.0
5.0,5.0,4.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.73,4.64,4.73,4.91,4.64,4.91,4.73
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.67,4.83,5.0,4.92,4.83,4.83,4.58
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.0,4.0,4.0,5.0,5.0,5.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.9,4.9,4.8,5.0,4.9,5.0,4.7
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.95,4.76,4.81,4.95,4.95,4.9
4.67,4.67,4.83,5.0,5.0,5.0,4.67
5.0,5.0,3.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.67,5.0,5.0,5.0,5.0,4.67
4.81,4.84,4.57,4.81,4.86,4.76,4.62
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.94,4.88,4.94,4.94,5.0,4.56,4.81
4.29,4.29,4.0,4.43,4.29,4.71,4.14
5.0,4.0,5.0,5.0,5.0,5.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.5,4.5,4.0,4.5,5.0,3.5,3.5
5.0,5.0,5.0,5.0,5.0,5.0,4.9
4.86,5.0,5.0,5.0,5.0,5.0,4.71
4.39,4.5,4.13,4.84,4.89,4.89,4.53
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.88,4.88,4.81,5.0,4.94,5.0,4.88
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.73,4.73,4.86,4.9,4.92,4.78,4.84
4.93,4.97,4.72,4.97,4.97,5.0,4.79
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.83,4.66,4.83,4.83,4.8,4.73,4.54
4.82,4.89,4.86,4.89,4.93,4.96,4.86
4.57,4.61,4.57,4.93,4.93,4.83,4.6
5.0,5.0,5.0,5.0,5.0,4.0,5.0
4.7,4.61,4.61,4.91,5.0,4.91,4.43
4.82,4.91,4.73,5.0,5.0,5.0,4.82
4.43,4.57,3.71,4.43,4.86,5.0,4.57
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.91,4.94,5.0,4.97,4.82,4.97
4.77,4.69,4.85,4.54,4.62,5.0,4.85
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.9,4.9,4.76,4.95,4.97,4.95,4.9
4.86,4.86,4.71,5.0,5.0,5.0,4.57
4.86,4.86,4.57,5.0,5.0,5.0,4.86
4.47,4.6,4.73,4.87,4.93,4.87,4.6
